COU,Country,VAR,Variable,CO2,Country of origin,YEA,Year,Value,Flag Codes,Flags
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,2,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,MCO,Monaco,2018,2018,0,,
LVA,Latvia,FTDS,Foreign-trained doctors - Stock,VEN,Venezuela,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,FSM,Micronesia,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,TLS,Timor-Leste,2018,2018,0,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,DMA,Dominica,2018,2018,1,,
LTU,Lithuania,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,1,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,CYP,Cyprus,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CPV,Cape Verde,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,DJI,Djibouti,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,TON,Tonga,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GMB,Gambia,2018,2018,0,,
LVA,Latvia,FTDS,Foreign-trained doctors - Stock,KGZ,Kyrgyzstan,2018,2018,2,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,LAO,Laos,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,NER,Niger,2018,2018,0,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,SRB,Serbia,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GAB,Gabon,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,VUT,Vanuatu,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,SLB,Solomon Islands,2018,2018,0,,
FRA,France,FTDS,Foreign-trained doctors - Stock,YEM,Yemen,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,2,,
AUS,Australia,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,820,,
LTU,Lithuania,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,1,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,GBR,United Kingdom,2018,2018,1,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,CYP,Cyprus,2018,2018,1,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,1,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,ATG,Antigua and Barbuda,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,KNA,Saint Kitts and Nevis,2018,2018,3,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,ISR,Israel,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,THA,Thailand,2018,2018,1,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,1,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CYP,Cyprus,2018,2018,0,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,1,,
GRC,Greece,FTDS,Foreign-trained doctors - Stock,COK,Cook Islands,2018,2018,0,,
GRC,Greece,FTDS,Foreign-trained doctors - Stock,SJM,Svalbard and Jan Mayen Islands,2018,2018,0,,
AUS,Australia,FTDS,Foreign-trained doctors - Stock,PAK,Pakistan,2018,2018,1139,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,1,,
GRC,Greece,FTDS,Foreign-trained doctors - Stock,NIU,Niue,2018,2018,0,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GBR,United Kingdom,2018,2018,0,,
FRA,France,FTDS,Foreign-trained doctors - Stock,PNG,Papua New Guinea,2018,2018,1,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BWA,Botswana,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,TWN,Chinese Taipei,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,8,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,DJI,Djibouti,2018,2018,1,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BTN,Bhutan,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,SSD,South Sudan,2018,2018,0,,
LVA,Latvia,FTDS,Foreign-trained doctors - Stock,GBR,United Kingdom,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,TWN,Chinese Taipei,2018,2018,65,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,MDV,Maldives,2018,2018,1,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,TWN,Chinese Taipei,2018,2018,18,,
